package,dependency,version
@stdlib/utils-convert-path,@stdlib/string-format,^0.2.2
@stdlib/utils-convert-path,@stdlib/string-replace,^0.2.1
@stdlib/utils-convert-path,@stdlib/error-tools-fmtprodmsg,^0.2.2
@lerna/symlink-binary,@lerna/create-symlink,6.4.1
@lerna/symlink-binary,@lerna/package,6.4.1
@lerna/symlink-binary,fs-extra,^9.1.0
@lerna/symlink-binary,p-map,^4.0.0
@aws-sdk/credential-providers,@aws-sdk/client-cognito-identity,3.686.0
@aws-sdk/credential-providers,@aws-sdk/client-sso,3.686.0
@aws-sdk/credential-providers,@aws-sdk/client-sts,3.686.0
@aws-sdk/credential-providers,@aws-sdk/core,3.686.0
@aws-sdk/credential-providers,@aws-sdk/credential-provider-cognito-identity,3.686.0
@aws-sdk/credential-providers,@aws-sdk/credential-provider-env,3.686.0
@aws-sdk/credential-providers,@aws-sdk/credential-provider-http,3.686.0
@aws-sdk/credential-providers,@aws-sdk/credential-provider-ini,3.686.0
@aws-sdk/credential-providers,@aws-sdk/credential-provider-node,3.686.0
@aws-sdk/credential-providers,@aws-sdk/credential-provider-process,3.686.0
@aws-sdk/credential-providers,@aws-sdk/credential-provider-sso,3.686.0
@aws-sdk/credential-providers,@aws-sdk/credential-provider-web-identity,3.686.0
@aws-sdk/credential-providers,@aws-sdk/types,3.686.0
@aws-sdk/credential-providers,@smithy/credential-provider-imds,^3.2.4
@aws-sdk/credential-providers,@smithy/property-provider,^3.1.7
@aws-sdk/credential-providers,@smithy/types,^3.6.0
@aws-sdk/credential-providers,tslib,^2.6.2
stack-typescript,linked-list-typescript,^1.0.11
lunr-mutable-indexes,lunr,>= 2.3.0 < 2.4.0
@storybook/testing-library,@testing-library/dom,^9.0.0
@storybook/testing-library,@testing-library/user-event,^14.4.0
@storybook/testing-library,ts-dedent,^2.2.0
koa-static,debug,^3.1.0
koa-static,koa-send,^5.0.0
@types/swagger-ui-react,@types/react,*
@tryghost/mongo-utils,lodash,^4.17.11
@stdlib/fs-read-file,@stdlib/utils-define-nonenumerable-read-only-property,^0.2.2
@astrojs/yaml2ts,yaml,^2.5.0
glogg,sparkles,^2.1.0
@plotly/d3-sankey-circular,d3-array,^1.2.1
@plotly/d3-sankey-circular,d3-shape,^1.2.0
@plotly/d3-sankey-circular,d3-collection,^1.0.4
@plotly/d3-sankey-circular,elementary-circuits-directed-graph,^1.0.4
@stdlib/regexp-extended-length-path,@stdlib/utils-define-nonenumerable-read-only-property,^0.2.2
deferred-leveldown,abstract-leveldown,^7.2.0
deferred-leveldown,inherits,^2.0.3
@types/react-window-infinite-loader,@types/react,*
@types/react-window-infinite-loader,@types/react-window,*
html-react-parser,domhandler,5.0.3
html-react-parser,html-dom-parser,5.0.10
html-react-parser,react-property,2.0.2
html-react-parser,style-to-js,1.1.16
@asciidoctor/cli,yargs,17.3.1
es-to-primitive,is-callable,^1.1.4
es-to-primitive,is-date-object,^1.0.1
es-to-primitive,is-symbol,^1.0.2
instagram-screen-scrape,JSONStream,^0.10.0
instagram-screen-scrape,argparse,^1.0.7
instagram-screen-scrape,readable-stream,^2.0.4
instagram-screen-scrape,request,^2.65.0
instagram-screen-scrape,tough-cookie,^2.2.1
xhr-mock,global,^4.3.0
xhr-mock,url,^0.11.0
script-ext-html-webpack-plugin,debug,^4.2.0
@reactioncommerce/api-plugin-i18n,@reactioncommerce/api-utils,^1.16.5
@reactioncommerce/api-plugin-i18n,lodash,~4.17.15
volar-service-yaml,vscode-uri,^3.0.8
volar-service-yaml,yaml-language-server,~1.15.0
@types/react-window,@types/react,*
@ariakit/react-core,@ariakit/core,0.4.12
@ariakit/react-core,@floating-ui/dom,^1.0.0
@ariakit/react-core,use-sync-external-store,^1.2.0
thenify,any-promise,^1.0.0
neo4j-driver,neo4j-driver-bolt-connection,5.26.0
neo4j-driver,neo4j-driver-core,5.26.0
neo4j-driver,rxjs,^7.8.1
@babel/helper-plugin-test-runner,@babel/helper-transform-fixture-test-runner,^7.25.9
ghost-storage-base,moment,2.27.0
@payloadcms/plugin-search,ts-deepmerge,^2.0.1
@inquirer/rawlist,@inquirer/core,^10.0.1
@inquirer/rawlist,@inquirer/type,^3.0.0
@inquirer/rawlist,yoctocolors-cjs,^2.1.2
rc-align,@babel/runtime,^7.10.1
rc-align,classnames,2.x
rc-align,dom-align,^1.7.0
rc-align,rc-util,^5.26.0
rc-align,resize-observer-polyfill,^1.5.1
@ant-design/charts,lodash,^4.17.21
@ant-design/charts,@ant-design/plots,^2.1.3
npm-watch,nodemon,^3.0.1
npm-watch,through2,^4.0.2
@umijs/max,antd,^4.20.6
@umijs/max,eslint,8.35.0
@umijs/max,stylelint,14.8.2
@umijs/max,@umijs/lint,4.3.31
@umijs/max,@umijs/plugins,4.3.31
@umijs/max,umi,4.3.31
yaml-language-server,ajv,^8.11.0
yaml-language-server,lodash,4.17.21
yaml-language-server,request-light,^0.5.7
yaml-language-server,vscode-json-languageservice,4.1.8
yaml-language-server,vscode-languageserver,^7.0.0
yaml-language-server,vscode-languageserver-textdocument,^1.0.1
yaml-language-server,vscode-languageserver-types,^3.16.0
yaml-language-server,vscode-nls,^5.0.0
yaml-language-server,vscode-uri,^3.0.2
yaml-language-server,yaml,2.2.2
neo4j-driver-bolt-connection,buffer,^6.0.3
neo4j-driver-bolt-connection,neo4j-driver-core,5.26.0
neo4j-driver-bolt-connection,string_decoder,^1.3.0
roarr,fast-printf,^1.6.9
roarr,safe-stable-stringify,^2.4.3
roarr,semver-compare,^1.0.0
@editorjs/image,@codexteam/icons,^0.3.0
@segment/analytics-next,dset,^3.1.4
@segment/analytics-next,tslib,^2.4.1
@segment/analytics-next,unfetch,^4.1.0
@segment/analytics-next,js-cookie,3.0.1
@segment/analytics-next,node-fetch,^2.6.7
@segment/analytics-next,@lukeed/uuid,^2.0.0
@segment/analytics-next,@segment/facade,^3.4.9
@segment/analytics-next,@segment/analytics-core,1.8.0
@segment/analytics-next,@segment/analytics-generic-utils,1.2.0
@segment/analytics-next,@segment/analytics.js-video-plugins,^0.2.1
get-pkg-repo,@hutson/parse-repository-url,^3.0.0
get-pkg-repo,hosted-git-info,^4.0.0
get-pkg-repo,through2,^2.0.0
get-pkg-repo,yargs,^17.0.1
dropzone,@swc/helpers,^0.2.13
dropzone,just-extend,^5.0.0
inflight,once,^1.3.0
inflight,wrappy,1
datatables.net-scroller-bs4,datatables.net-scroller,2.4.3
datatables.net-scroller-bs4,datatables.net-bs4,1.11 - 2
datatables.net-scroller-bs4,jquery,>=1.7
@types/sharp,sharp,*
fast-printf,boolean,^3.1.4
umi,@babel/runtime,7.23.6
umi,prettier-plugin-organize-imports,^3.2.2
umi,prettier-plugin-packagejson,2.4.3
umi,@umijs/bundler-webpack,4.3.31
umi,@umijs/core,4.3.31
umi,@umijs/bundler-utils,4.3.31
umi,@umijs/preset-umi,4.3.31
umi,@umijs/lint,4.3.31
umi,@umijs/server,4.3.31
umi,@umijs/test,4.3.31
umi,@umijs/renderer-react,4.3.31
umi,@umijs/utils,4.3.31
@tryghost/limit-service,luxon,^1.26.0
@tryghost/limit-service,lodash,^4.17.21
@tryghost/limit-service,@tryghost/errors,^1.2.26
@graphql-tools/executor,tslib,^2.4.0
@graphql-tools/executor,value-or-promise,^1.0.12
@graphql-tools/executor,@graphql-tools/utils,^10.5.5
@graphql-tools/executor,@repeaterjs/repeater,^3.0.4
@graphql-tools/executor,@graphql-typed-document-node/core,3.2.0
@lerna/create-symlink,cmd-shim,^5.0.0
@lerna/create-symlink,fs-extra,^9.1.0
@lerna/create-symlink,npmlog,^6.0.2
@types/express-http-proxy,@types/express,*
rehype-pretty-code,@types/hast,^3.0.4
rehype-pretty-code,hast-util-to-string,^3.0.0
rehype-pretty-code,parse-numeric-range,^1.3.0
rehype-pretty-code,rehype-parse,^9.0.0
rehype-pretty-code,unified,^11.0.5
rehype-pretty-code,unist-util-visit,^5.0.0
strtok3,@tokenizer/token,^0.3.0
strtok3,peek-readable,^5.3.1
mjml,mjml-cli,4.15.3
mjml,mjml-core,4.15.3
mjml,mjml-migrate,4.15.3
mjml,@babel/runtime,^7.23.9
mjml,mjml-validator,4.15.3
mjml,mjml-preset-core,4.15.3
@segment/analytics.js-video-plugins,unfetch,^3.1.1
@docusaurus/cssnano-preset,tslib,^2.6.0
@docusaurus/cssnano-preset,postcss,^8.4.38
@docusaurus/cssnano-preset,cssnano-preset-advanced,^6.1.2
@docusaurus/cssnano-preset,postcss-sort-media-queries,^5.2.0
@mantine/styles,clsx,1.1.1
@mantine/styles,csstype,3.0.9
jest-serializer,@types/node,*
jest-serializer,graceful-fs,^4.2.9
@wordpress/redux-routine,@babel/runtime,7.25.7
@wordpress/redux-routine,is-plain-object,^5.0.0
@wordpress/redux-routine,is-promise,^4.0.0
@wordpress/redux-routine,rungen,^0.3.2
path-parser,search-params,3.0.0
path-parser,tslib,^1.10.0
mjml-preset-core,mjml-raw,4.15.3
mjml-preset-core,mjml-body,4.15.3
mjml-preset-core,mjml-head,4.15.3
mjml-preset-core,mjml-hero,4.15.3
mjml-preset-core,mjml-text,4.15.3
mjml-preset-core,mjml-group,4.15.3
mjml-preset-core,mjml-image,4.15.3
mjml-preset-core,mjml-table,4.15.3
mjml-preset-core,mjml-button,4.15.3
mjml-preset-core,mjml-column,4.15.3
mjml-preset-core,mjml-navbar,4.15.3
mjml-preset-core,mjml-social,4.15.3
mjml-preset-core,mjml-spacer,4.15.3
mjml-preset-core,mjml-divider,4.15.3
mjml-preset-core,mjml-section,4.15.3
mjml-preset-core,mjml-wrapper,4.15.3
mjml-preset-core,mjml-carousel,4.15.3
mjml-preset-core,@babel/runtime,^7.23.9
mjml-preset-core,mjml-accordion,4.15.3
mjml-preset-core,mjml-head-font,4.15.3
mjml-preset-core,mjml-head-style,4.15.3
mjml-preset-core,mjml-head-title,4.15.3
mjml-preset-core,mjml-head-preview,4.15.3
mjml-preset-core,mjml-head-attributes,4.15.3
mjml-preset-core,mjml-head-breakpoint,4.15.3
mjml-preset-core,mjml-head-html-attributes,4.15.3
mjml-migrate,@babel/runtime,^7.23.9
mjml-migrate,js-beautify,^1.6.14
mjml-migrate,lodash,^4.17.21
mjml-migrate,mjml-core,4.15.3
mjml-migrate,mjml-parser-xml,4.15.3
mjml-migrate,yargs,^17.7.2
mjml-validator,@babel/runtime,^7.23.9
mjml-core,juice,^10.0.0
mjml-core,lodash,^4.17.21
mjml-core,cheerio,1.0.0-rc.12
mjml-core,detect-node,^2.0.4
mjml-core,js-beautify,^1.6.14
mjml-core,mjml-migrate,4.15.3
mjml-core,html-minifier,^4.0.0
mjml-core,@babel/runtime,^7.23.9
mjml-core,mjml-validator,4.15.3
mjml-core,mjml-parser-xml,4.15.3
mjml-cli,glob,^10.3.10
mjml-cli,yargs,^17.7.2
mjml-cli,lodash,^4.17.21
mjml-cli,chokidar,^3.0.0
mjml-cli,minimatch,^9.0.3
mjml-cli,mjml-core,4.15.3
mjml-cli,js-beautify,^1.6.14
mjml-cli,mjml-migrate,4.15.3
mjml-cli,html-minifier,^4.0.0
mjml-cli,@babel/runtime,^7.23.9
mjml-cli,mjml-validator,4.15.3
mjml-cli,mjml-parser-xml,4.15.3
tooltip.js,popper.js,^1.0.2
@betterer/eslint,@betterer/betterer,^5.4.0
@betterer/eslint,@betterer/errors,^5.3.0
@betterer/eslint,tslib,^2.3.1
@jest/expect-utils,jest-get-type,^29.6.3
@nicolo-ribaudo/eslint-scope-5-internals,eslint-scope,5.1.1
vite-plugin-static-copy,chokidar,^3.5.3
vite-plugin-static-copy,fast-glob,^3.2.11
vite-plugin-static-copy,fs-extra,^11.1.0
vite-plugin-static-copy,picocolors,^1.0.0
@radix-ui/react-use-escape-keydown,@radix-ui/react-use-callback-ref,1.1.0
array.prototype.filter,call-bind,^1.0.7
array.prototype.filter,define-properties,^1.2.1
array.prototype.filter,es-abstract,^1.23.2
array.prototype.filter,es-array-method-boxes-properly,^1.0.0
array.prototype.filter,es-object-atoms,^1.0.0
array.prototype.filter,is-string,^1.0.7
d3-geo-projection,commander,7
d3-geo-projection,d3-array,1 - 3
d3-geo-projection,d3-geo,1.12.0 - 3
ember-one-way-select,ember-cli-babel,^7.22.1
ember-one-way-select,ember-cli-htmlbars,^5.3.1
@parcel/watcher,detect-libc,^1.0.3
@parcel/watcher,is-glob,^4.0.3
@parcel/watcher,micromatch,^4.0.5
@parcel/watcher,node-addon-api,^7.0.0
@rspack/core,@module-federation/runtime-tools,0.5.1
@rspack/core,@rspack/lite-tapable,1.0.1
@rspack/core,caniuse-lite,^1.0.30001616
@rspack/core,@rspack/binding,1.1.0
parcel,chalk,^4.1.0
parcel,get-port,^4.2.0
parcel,commander,^7.0.0
parcel,@parcel/fs,2.12.0
parcel,@parcel/core,2.12.0
parcel,@parcel/utils,2.12.0
parcel,@parcel/events,2.12.0
parcel,@parcel/logger,2.12.0
parcel,@parcel/diagnostic,2.12.0
parcel,@parcel/reporter-cli,2.12.0
parcel,@parcel/config-default,2.12.0
parcel,@parcel/package-manager,2.12.0
parcel,@parcel/reporter-tracer,2.12.0
parcel,@parcel/reporter-dev-server,2.12.0
leveldown,abstract-leveldown,^7.2.0
leveldown,napi-macros,~2.0.0
leveldown,node-gyp-build,^4.3.0
ember-mocha,@ember/test-helpers,^1.7.1
ember-mocha,broccoli-funnel,^2.0.2
ember-mocha,broccoli-merge-trees,^3.0.2
ember-mocha,common-tags,^1.8.0
ember-mocha,ember-cli-babel,^7.13.0
ember-mocha,ember-cli-test-loader,^2.2.0
ember-mocha,mocha,^2.5.3
@emnapi/core,@emnapi/wasi-threads,1.0.1
@emnapi/core,tslib,^2.4.0
acorn-globals,acorn,^8.1.0
acorn-globals,acorn-walk,^8.0.2
@types/passport-local,@types/express,*
@types/passport-local,@types/passport,*
@types/passport-local,@types/passport-strategy,*
ember-cli-test-loader,ember-cli-babel,^7.23.0
@motionone/dom,@motionone/animation,^10.18.0
@motionone/dom,@motionone/generators,^10.18.0
@motionone/dom,@motionone/types,^10.17.1
@motionone/dom,@motionone/utils,^10.18.0
@motionone/dom,hey-listen,^1.0.8
@motionone/dom,tslib,^2.3.1
@emnapi/wasi-threads,tslib,^2.4.0
@payloadcms/db-postgres,pg,8.11.3
@payloadcms/db-postgres,uuid,10.0.0
@payloadcms/db-postgres,prompts,2.4.2
@payloadcms/db-postgres,drizzle-kit,0.23.2-df9e596
@payloadcms/db-postgres,drizzle-orm,0.32.1
@payloadcms/db-postgres,to-snake-case,1.0.0
@payloadcms/db-postgres,@libsql/client,^0.3.1
@payloadcms/db-postgres,console-table-printer,2.11.2
uuidv4,uuid,8.3.2
uuidv4,@types/uuid,8.3.4
vinyl-buffer,bl,^1.2.1
vinyl-buffer,through2,^2.0.3
@astrojs/svelte,svelte2tsx,^0.7.22
@astrojs/svelte,@sveltejs/vite-plugin-svelte,^3.1.2
@parcel/reporter-cli,chalk,^4.1.0
@parcel/reporter-cli,term-size,^2.2.1
@parcel/reporter-cli,@parcel/types,2.12.0
@parcel/reporter-cli,@parcel/utils,2.12.0
@parcel/reporter-cli,@parcel/plugin,2.12.0
nhost-js-sdk,@types/jwt-decode,^2.2.1
nhost-js-sdk,axios,^0.21.1
nhost-js-sdk,jwt-decode,^2.2.0
nhost-js-sdk,query-string,^6.13.1
@lezer/css,@lezer/common,^1.2.0
@lezer/css,@lezer/lr,^1.0.0
@lezer/css,@lezer/highlight,^1.0.0
@babel/plugin-transform-private-property-in-object,@babel/helper-plugin-utils,^7.25.9
@babel/plugin-transform-private-property-in-object,@babel/helper-annotate-as-pure,^7.25.9
@babel/plugin-transform-private-property-in-object,@babel/helper-create-class-features-plugin,^7.25.9
to-snake-case,to-space-case,^1.0.0
volar-service-typescript,semver,^7.6.2
volar-service-typescript,vscode-nls,^5.2.0
volar-service-typescript,vscode-uri,^3.0.8
volar-service-typescript,path-browserify,^1.0.1
volar-service-typescript,typescript-auto-import-cache,^0.3.3
volar-service-typescript,vscode-languageserver-textdocument,^1.0.11
@rollup/plugin-typescript,@rollup/pluginutils,^5.1.0
@rollup/plugin-typescript,resolve,^1.22.1
@motionone/generators,@motionone/types,^10.17.1
@motionone/generators,@motionone/utils,^10.18.0
@motionone/generators,tslib,^2.3.1
@types/jwt-decode,jwt-decode,*
ember-cli-mirage,@babel/core,^7.22.20
ember-cli-mirage,@embroider/macros,^1.13.2
ember-cli-mirage,broccoli-file-creator,^2.1.1
ember-cli-mirage,broccoli-funnel,^3.0.3
ember-cli-mirage,broccoli-merge-trees,^4.2.0
ember-cli-mirage,ember-auto-import,^2.6.3
ember-cli-mirage,ember-cli-babel,^8.0.0
ember-cli-mirage,ember-get-config,0.2.4 - 0.5.0 || ^1.0.0 || ^2.1.1
ember-cli-mirage,ember-inflector,^2.0.0 || ^3.0.0 || ^4.0.2 || ^5.0.0
@types/d3-contour,@types/geojson,*
@types/d3-contour,@types/d3-array,*
knip,@nodelib/fs.walk,1.2.8
knip,@snyk/github-codeowners,1.1.0
knip,easy-table,1.2.0
knip,enhanced-resolve,^5.17.1
knip,fast-glob,^3.3.2
knip,jiti,^2.4.0
knip,js-yaml,^4.1.0
knip,minimist,^1.2.8
knip,picocolors,^1.1.0
knip,picomatch,^4.0.1
knip,pretty-ms,^9.0.0
knip,smol-toml,^1.3.0
knip,strip-json-comments,5.0.1
knip,summary,2.1.0
knip,zod,^3.22.4
knip,zod-validation-error,^3.0.3
externality,enhanced-resolve,^5.14.1
externality,mlly,^1.3.0
externality,pathe,^1.1.1
externality,ufo,^1.1.2
@testing-library/cypress,@babel/runtime,^7.14.6
@testing-library/cypress,@testing-library/dom,^10.1.0
random-seed,json-stringify-safe,^5.0.1
@types/passport-anonymous,@types/passport,*
dreamopt,wordwrap,>=0.0.2
data-view-buffer,call-bind,^1.0.6
data-view-buffer,es-errors,^1.3.0
data-view-buffer,is-data-view,^1.0.1
sanity,raf,^3.4.1
sanity,open,^8.4.0
sanity,rxjs,^7.8.0
sanity,vite,^4.5.1
sanity,chalk,^4.1.2
sanity,debug,^4.3.4
sanity,execa,^2.0.0
sanity,jsdom,^23.0.1
sanity,json5,^2.2.3
sanity,p-map,^7.0.0
sanity,yargs,^17.3.0
sanity,arrify,^1.0.1
sanity,get-it,^8.6.5
sanity,lodash,^4.17.21
sanity,nanoid,^3.1.30
sanity,rimraf,^3.0.2
sanity,semver,^7.3.5
sanity,tar-fs,^2.1.1
sanity,color2k,^2.0.0
sanity,esbuild,0.21.5
sanity,groq-js,^1.14.0
sanity,history,^5.3.0
sanity,i18next,^23.2.7
sanity,mendoza,^3.0.0
sanity,oneline,^1.0.3
sanity,pirates,^4.0.0
sanity,archiver,^7.0.0
sanity,chokidar,^3.5.3
sanity,date-fns,^2.26.1
sanity,polished,^4.2.2
sanity,react-is,^18.2.0
sanity,react-rx,^4.1.3
sanity,form-data,^4.0.0
sanity,pretty-ms,^7.0.1
sanity,quick-lru,^5.1.1
sanity,refractor,^3.6.0
sanity,@sanity/ui,^2.8.19
sanity,classnames,^2.2.5
sanity,dataloader,^2.1.0
sanity,json-lexer,^1.2.0
sanity,tar-stream,^3.1.7
sanity,@sanity/cli,3.63.0
sanity,async-mutex,^0.4.1
sanity,configstore,^5.0.1
sanity,json-reduce,^3.0.0
sanity,log-symbols,^2.2.0
sanity,nano-pubsub,^3.0.0
sanity,read-pkg-up,^7.0.1
sanity,speakingurl,^14.0.1
sanity,@sanity/diff,3.63.0
sanity,@sanity/util,3.63.0
sanity,@sanity/uuid,^3.0.1
sanity,import-fresh,^3.3.0
sanity,jsdom-global,^3.0.2
sanity,module-alias,^2.2.2
sanity,resolve-from,^5.0.0
sanity,@dnd-kit/core,^6.0.5
sanity,@sanity/color,^3.0.0
sanity,@sanity/icons,^3.4.0
sanity,@sanity/logos,^2.1.4
sanity,@sanity/types,3.63.0
sanity,@sentry/react,^8.7.0
sanity,framer-motion,11.0.8
sanity,is-hotkey-esm,^1.0.0
sanity,pluralize-esm,^9.0.2
sanity,react-i18next,14.0.2
sanity,@sanity/client,^6.22.2
sanity,@sanity/export,^3.41.0
sanity,@sanity/import,^3.37.3
sanity,@sanity/schema,3.63.0
sanity,exif-component,^1.0.1
sanity,shallow-equals,^1.0.0
sanity,@sanity/migrate,3.63.0
sanity,@sanity/mutator,3.63.0
sanity,@types/react-is,^18.3.0
sanity,react-refractor,^2.1.6
sanity,resolve.exports,^2.0.2
sanity,esbuild-register,^3.5.0
sanity,node-html-parser,^6.1.13
sanity,react-focus-lock,^2.8.1
sanity,@dnd-kit/sortable,^7.0.1
sanity,@sanity/image-url,^1.0.2
sanity,@sanity/telemetry,^0.7.7
sanity,@types/tar-stream,^3.1.3
sanity,sanity-diff-patch,^4.0.0
sanity,@dnd-kit/modifiers,^6.0.0
sanity,@dnd-kit/utilities,^3.2.0
sanity,@types/speakingurl,^13.0.3
sanity,react-fast-compare,^3.2.0
sanity,@portabletext/react,^3.0.0
sanity,@sanity/asset-utils,^2.0.6
sanity,@sanity/block-tools,3.63.0
sanity,@sanity/eventsource,^5.0.0
sanity,@sanity/insert-menu,1.0.10
sanity,observable-callback,^1.0.1
sanity,@portabletext/editor,^1.5.4
sanity,@sanity/bifur-client,^0.4.1
sanity,@sanity/presentation,1.17.8
sanity,@vitejs/plugin-react,^4.2.1
sanity,@tanstack/react-table,^8.16.0
sanity,@types/shallow-equals,^1.0.0
sanity,console-table-printer,^2.11.1
sanity,get-random-values-esm,1.0.2
sanity,use-hot-module-reload,^2.0.0
sanity,use-device-pixel-ratio,^1.1.0
sanity,@juggle/resize-observer,^3.3.1
sanity,@tanstack/react-virtual,3.0.0-beta.54
sanity,react-copy-to-clipboard,^5.0.4
sanity,use-sync-external-store,^1.2.0
sanity,@sanity/diff-match-patch,^3.1.1
sanity,scroll-into-view-if-needed,^3.0.3
sanity,connect-history-api-fallback,^1.6.0
sanity,@rexxars/react-json-inspector,^8.0.1
sanity,rxjs-exhaustmap-with-trailing,^2.1.1
sanity,@types/react-copy-to-clipboard,^5.0.2
sanity,@types/use-sync-external-store,^0.0.6
@img/sharp-wasm32,@emnapi/runtime,^1.2.0
react-rx,observable-callback,^1.0.3
react-rx,react-compiler-runtime,19.0.0-beta-63b359f-20241101
react-rx,use-effect-event,^1.0.2
groq-js,debug,^4.3.4
postcss-values-parser,color-name,^1.1.4
postcss-values-parser,is-url-superb,^4.0.0
postcss-values-parser,quote-unquote,^1.0.0
swagger-ui-watcher,chokidar,^3.4.0
swagger-ui-watcher,commander,^5.1.0
swagger-ui-watcher,express,^4.17.1
swagger-ui-watcher,js-yaml,^3.14.0
swagger-ui-watcher,json-refs,^3.0.15
swagger-ui-watcher,open,^7.0.4
swagger-ui-watcher,path,^0.12.7
swagger-ui-watcher,socket.io,^4.5.4
swagger-ui-watcher,swagger-editor-dist,^3.11.1
@csstools/postcss-trigonometric-functions,@csstools/css-calc,^2.0.4
@csstools/postcss-trigonometric-functions,@csstools/css-parser-algorithms,^3.0.4
@csstools/postcss-trigonometric-functions,@csstools/css-tokenizer,^3.0.3
@pnpm/logger,bole,^5.0.14
@pnpm/logger,ndjson,^2.0.0
@editorjs/quote,@codexteam/icons,^0.3.2
@editorjs/quote,@editorjs/dom,^0.0.5
@parcel/reporter-tracer,nullthrows,^1.1.1
@parcel/reporter-tracer,@parcel/utils,2.12.0
@parcel/reporter-tracer,@parcel/plugin,2.12.0
@parcel/reporter-tracer,chrome-trace-event,^1.0.3
tachyons-sass,tachyons-custom,^4.9.5
@sanity/util,rxjs,^7.8.1
@sanity/util,moment,^2.30.1
@sanity/util,@sanity/types,3.63.0
@sanity/util,@sanity/client,^6.22.2
@sanity/util,get-random-values-esm,1.0.2
datatables.net-autofill-bs4,datatables.net-autofill,2.7.0
datatables.net-autofill-bs4,datatables.net-bs4,>=1.11
datatables.net-autofill-bs4,jquery,>=1.7
@html-next/vertical-collection,babel6-plugin-strip-class-callcheck,^6.0.0
@html-next/vertical-collection,broccoli-funnel,^3.0.8
@html-next/vertical-collection,broccoli-merge-trees,^4.2.0
@html-next/vertical-collection,broccoli-rollup,^5.0.0
@html-next/vertical-collection,ember-cli-babel,^7.12.0
@html-next/vertical-collection,ember-cli-htmlbars,^6.0.0
@html-next/vertical-collection,ember-cli-version-checker,^5.1.2
@html-next/vertical-collection,ember-raf-scheduler,^0.3.0
@medusajs/ui-preset,@tailwindcss/forms,^0.5.3
@medusajs/ui-preset,tailwindcss-animate,^1.0.6
w3c-hr-time,browser-process-hrtime,^1.0.0
@sanity/cli,chalk,^4.1.2
@sanity/cli,debug,^4.3.4
@sanity/cli,get-it,^8.6.5
@sanity/cli,semver,^7.3.5
@sanity/cli,esbuild,0.21.5
@sanity/cli,groq-js,^1.14.0
@sanity/cli,pkg-dir,^5.0.0
@sanity/cli,prettier,^3.3.0
@sanity/cli,decompress,^4.2.0
@sanity/cli,@sanity/util,3.63.0
@sanity/cli,silver-fleece,1.1.0
@sanity/cli,@sanity/client,^6.22.2
@sanity/cli,@babel/traverse,^7.23.5
@sanity/cli,@sanity/codegen,3.63.0
@sanity/cli,esbuild-register,^3.5.0
@sanity/cli,@sanity/telemetry,^0.7.7
@sanity/cli,validate-npm-package-name,^3.0.0
@stdlib/regexp-eol,@stdlib/assert-has-own-property,^0.2.1
@stdlib/regexp-eol,@stdlib/assert-is-boolean,^0.2.1
@stdlib/regexp-eol,@stdlib/assert-is-plain-object,^0.2.1
@stdlib/regexp-eol,@stdlib/assert-is-string,^0.2.1
@stdlib/regexp-eol,@stdlib/string-format,^0.2.2
@stdlib/regexp-eol,@stdlib/utils-define-nonenumerable-read-only-property,^0.2.2
@stdlib/regexp-eol,@stdlib/error-tools-fmtprodmsg,^0.2.2
@lerna/info,lerna,6.6.2
@payloadcms/plugin-cloud,nodemailer,6.9.9
@payloadcms/plugin-cloud,@aws-sdk/client-s3,^3.142.0
@payloadcms/plugin-cloud,@aws-sdk/lib-storage,^3.267.0
@payloadcms/plugin-cloud,amazon-cognito-identity-js,^6.1.2
@payloadcms/plugin-cloud,@aws-sdk/credential-providers,^3.289.0
@payloadcms/plugin-cloud,@aws-sdk/client-cognito-identity,^3.289.0
@sanity/diff,@sanity/diff-match-patch,^3.1.1
@radix-ui/react-toggle-group,@radix-ui/primitive,1.1.0
@radix-ui/react-toggle-group,@radix-ui/react-toggle,1.1.0
@radix-ui/react-toggle-group,@radix-ui/react-context,1.1.0
@radix-ui/react-toggle-group,@radix-ui/react-direction,1.1.0
@radix-ui/react-toggle-group,@radix-ui/react-primitive,2.0.0
@radix-ui/react-toggle-group,@radix-ui/react-roving-focus,1.1.0
@radix-ui/react-toggle-group,@radix-ui/react-use-controllable-state,1.1.0
@sanity/import,ora,^5.4.1
@sanity/import,meow,^9.0.0
@sanity/import,debug,^4.3.4
@sanity/import,p-map,^1.2.0
@sanity/import,get-it,^8.4.21
@sanity/import,is-tar,^1.0.0
@sanity/import,lodash,^4.17.21
@sanity/import,rimraf,^3.0.2
@sanity/import,split2,^4.2.0
@sanity/import,tar-fs,^2.1.1
@sanity/import,get-uri,^2.0.2
@sanity/import,file-url,^2.0.2
@sanity/import,pretty-ms,^7.0.1
@sanity/import,tinyglobby,^0.2.9
@sanity/import,mississippi,^4.0.0
@sanity/import,peek-stream,^1.1.2
@sanity/import,@sanity/uuid,^3.0.2
@sanity/import,gunzip-maybe,^1.4.1
@sanity/import,@sanity/mutator,^3.59.1
@sanity/import,@sanity/asset-utils,^2.0.6
@sanity/import,@sanity/generate-help-url,^3.0.0
react-refractor,refractor,^4.8.1
react-refractor,unist-util-filter,^5.0.1
react-refractor,unist-util-visit-parents,^6.0.1
babel-preset-gatsby-package,@babel/plugin-proposal-nullish-coalescing-operator,^7.18.6
